Date,Team,Acquired,Relinquished,Notes
2007-12-13,Spurs,• Darius Washington,,activated from IL
2007-12-14,Bobcats,• Jermareo Davidson,,activated from IL
2007-12-14,Cavaliers,,• Dwayne Jones,placed on IL
2007-12-14,Cavaliers,• Daniel Gibson,,activated from IL
2007-12-14,Celtics,,• Ray Allen,placed on IL with sore right ankle
2007-12-14,Grizzlies,,• Pau Gasol,placed on IL with jammed right big toe
2007-12-14,Grizzlies,• Andre Brown,,activated from IL
2007-12-14,Hawks,,• Josh Childress,placed on IL with strained right groin
2007-12-14,Hawks,• Zaur Pachulia / Zaza Pachulia,,activated from IL
2007-12-14,Hornets,• Ryan Bowen,,activated from IL
2007-12-14,Jazz,• Kyrylo Fesenko,,activated from IL
2007-12-14,Knicks,,• Quentin Richardson,placed on IL with strained right knee
2007-12-14,Knicks,• Malik Rose,,activated from IL
2007-12-14,Mavericks,,• Jose Juan Barea / Jose Barea / J.J. Barea,placed on IL
2007-12-14,Mavericks,• Devin Harris,,activated from IL
2007-12-14,Pacers,,• Courtney Sims,placed on IL
2007-12-14,Pacers,• Jeff Foster,,activated from IL
2007-12-14,Warriors,,• Brandan Wright,placed on IL
2007-12-14,Warriors,• Monta Ellis,,activated from IL
2007-12-15,Cavaliers,,• Daniel Gibson,placed on IL with sore mouth (flu per CBC)
2007-12-15,Cavaliers,• Dwayne Jones,,activated from IL
2007-12-15,Knicks,,• Randolph Morris,placed on IL
2007-12-15,Knicks,• Quentin Richardson,,activated from IL
2007-12-15,Magic,,• Rashard Lewis,placed on IL with neck spasms
2007-12-15,Magic,• Marcin Gortat,,activated from IL
2007-12-15,Pacers,,• Travis Diener,placed on IL
2007-12-15,Pacers,• Ike Diogu,,activated from IL
2007-12-15,Rockets,,• Rafer Alston,placed on IL with strained groin
2007-12-15,Spurs,,• (William) Tony Parker,placed on IL with sprained left ankle / right ankle
2007-12-15,Spurs,• Tim Duncan,,activated from IL
2007-12-16,Pistons,,• Walter Herrmann,placed on IL
2007-12-16,Warriors,,• Troy Hudson,placed on IL
2007-12-16,Warriors,• Brandan Wright,,activated from IL
2007-12-17,Cavaliers,,• Dwayne Jones,placed on IL
2007-12-17,Cavaliers,• Daniel Gibson,,activated from IL
2007-12-17,Knicks,,• Wilson Chandler,placed on IL
2007-12-17,Magic,• Rashard Lewis,,activated from IL
2007-12-17,Spurs,,• Francisco Elson,placed on IL with sprained right ankle
2007-12-17,Spurs,• (William) Tony Parker,,activated from IL
2007-12-18,Nets,• Marcus Williams (D.),,activated
2007-12-19,Bucks,,• Charlie Villanueva,placed on IL with sprained right ankle
2007-12-19,Bucks,• Michael Ruffin,,activated from IL
2007-12-19,Bulls,,• Ben Wallace,placed on IL with bone spur in left foot
2007-12-19,Bulls,• Viktor Khryapa,,activated from IL
2007-12-19,Cavaliers,• Dwayne Jones,,activated from IL
2007-12-19,Celtics,,• Gabe Pruitt,placed on IL
2007-12-19,Celtics,• Ray Allen,,activated from IL
2007-12-19,Heat,,• Jason Williams,placed on IL with hyperextended left knee
2007-12-19,Heat,• Earl Barron,,activated from IL
2007-12-19,Hornets,,• Ryan Bowen,placed on IL with sprained left knee
2007-12-19,Pacers,,• Jamaal Tinsley,placed on IL with bruised left thigh
2007-12-19,Rockets,,• Steve Francis,placed on IL with flu
2007-12-19,Rockets,• Rafer Alston,,activated from IL
2007-12-20,Heat,,• Alexander Johnson,placed on IL
2007-12-20,Heat,,• Alonzo Mourning,placed on IL with torn patellar tendon in right knee
2007-12-20,Heat,• Jason Williams,,activated from IL
2007-12-20,Heat,• Joel Anthony,,activated from IL
2007-12-20,Nuggets,• Chucky Atkins,,activated from IL
2007-12-20,Rockets,,• Tracy McGrady,placed on IL with sore left knee
2007-12-20,Rockets,• Steve Novak,,activated from IL
2007-12-21,76ers,,• Louis Williams / Lou Williams,placed on IL with toe injury
2007-12-21,76ers,• Rodney Carney,,activated from IL
2007-12-21,Grizzlies,,• Brian Cardinal,placed on IL
2007-12-21,Grizzlies,• Pau Gasol,,activated from IL
2007-12-21,Hawks,,• Salim Stoudamire,placed on IL
2007-12-21,Hawks,• Josh Childress,,activated from IL
2007-12-21,Jazz,• Mehmet Okur,,activated from IL
2007-12-21,Magic,,• Brian Cook,placed on IL
2007-12-21,Magic,• Carlos Arroyo,,activated from IL
2007-12-21,Nuggets,,• Kenyon Martin Sr.,placed on IL with hamstring injury
2007-12-21,Pacers,,• David Harrison,placed on IL with back spasms
2007-12-21,Pacers,• Jamaal Tinsley,,activated from IL
2007-12-21,Pistons,,• Ronald Murray / Flip Murray,placed on IL
2007-12-21,Pistons,• Rodney Stuckey,,activated from IL
2007-12-22,76ers,,• Willie Green,placed on IL with left hip/groin injury (DTD)
2007-12-22,76ers,• Louis Williams / Lou Williams,,activated from IL
2007-12-22,Bucks,,• Desmond Mason,placed on IL recovering from surgery on left thumb to repair torn ligament
2007-12-22,Bucks,• Charlie Villanueva,,activated from IL
2007-12-22,Bulls,,• Viktor Khryapa,placed on IL
2007-12-22,Bulls,• Ben Wallace,,activated from IL
2007-12-22,Clippers,,• Paul Davis,placed on IL with torn ACL in right knee
2007-12-22,Clippers,• Sam Cassell,,activated from IL
2007-12-22,Heat,,• Chris Quinn,placed on IL with sprained left ankle
2007-12-22,Heat,• Alexander Johnson,,activated from IL
2007-12-22,Rockets,,• Steve Novak,placed on IL
2007-12-22,Rockets,• Tracy McGrady,,activated from IL
2007-12-22,Spurs,,• Darius Washington,placed on IL
2007-12-22,Spurs,• Francisco Elson,,activated from IL
2007-12-23,Cavaliers,,• Dwayne Jones,placed on IL
2007-12-23,Cavaliers,• Shannon Brown,,activated from IL
2007-12-23,Warriors,• Patrick O'Bryant,,activated from IL
2007-12-25,Lakers,,• Luke Walton,placed on IL with sprained right ankle
2007-12-25,Lakers,• Coby Karl,,activated from IL
2007-12-25,Sonics,• Delonte West,,activated from IL
2007-12-26,Nuggets,,• Jelani McCoy,placed on IL
2007-12-26,Nuggets,,• Von Wafer,placed on IL
2007-12-26,Nuggets,• Kenyon Martin Sr.,,activated from IL
2007-12-26,Pacers,,• Marquis Daniels,placed on IL with respiratory infection
2007-12-26,Pacers,• Stephen Graham,,activated from IL
2007-12-26,Timberwolves,,• Michael Doleac,placed on IL
2007-12-26,Timberwolves,• Greg Buckner,,activated from IL
2007-12-28,Lakers,,• Coby Karl,placed on IL
2007-12-28,Lakers,• Kwame Brown,,activated from IL
2007-12-28,Nuggets,,• Kenyon Martin Sr.,placed on IL with hamstring injury
2007-12-28,Nuggets,• Von Wafer,,activated from IL
2007-12-28,Pacers,,• Stephen Graham,placed on IL
2007-12-28,Pacers,• Marquis Daniels,,activated from IL
2007-12-28,Pistons,,• Lindsey Hunter,placed on IL
2007-12-28,Pistons,• Walter Herrmann,,activated from IL
2007-12-28,Raptors,,• Darrick Martin,placed on IL
2007-12-28,Raptors,• Maceo Baston,,activated from IL
2007-12-28,Rockets,,• Tracy McGrady,placed on IL with sore left knee
2007-12-28,Rockets,• Steve Francis,,activated from IL
2007-12-28,Spurs,,• Emanuel Ginobili / Manu Ginobili,placed on IL with sprained left index finger
2007-12-28,Timberwolves,,• Mark Madsen,placed on IL
2007-12-28,Timberwolves,• Michael Doleac,,activated from IL
2007-12-29,Cavaliers,,• Shannon Brown,placed on IL
2007-12-29,Cavaliers,• Dwayne Jones,,activated from IL
2007-12-29,Jazz,,• Kyrylo Fesenko,placed on IL
2007-12-29,Magic,,• Jameer Nelson,placed on IL with strained back
2007-12-29,Pacers,,• Jamaal Tinsley,placed on IL with hamstring injury
2007-12-29,Pacers,• Stephen Graham,,activated from IL
2007-12-30,Celtics,,• Rajon Rondo,placed on IL with sore right hamstring
2007-12-30,Celtics,• Gabe Pruitt,,activated from IL
2007-12-30,Grizzlies,,• Jeremy Richardson,placed on IL
2007-12-30,Grizzlies,• Mike Conley Jr.,,activated from IL
2007-12-30,Knicks,,• Jamal Crawford,placed on IL with bruised right hand
2007-12-30,Knicks,• Randolph Morris,,activated from IL
2007-12-30,Lakers,,• Chris Mihm,placed on IL
2007-12-30,Lakers,• Luke Walton,,activated from IL
2007-12-31,Magic,,• Pat Garrity,placed on IL
2007-12-31,Magic,• Jameer Nelson,,activated from IL
2007-12-31,Rockets,,• Steve Francis,placed on IL with bilateral quadricep tendinitis
2007-12-31,Rockets,• Carl Landry,,activated from IL
2007-12-31,Rockets,• Steve Novak,,activated from IL
2008-01-02,Cavaliers,,• Ira Newble,placed on IL with flu
2008-01-02,Celtics,,• Gabe Pruitt,placed on IL
2008-01-02,Celtics,• Rajon Rondo,,activated from IL
2008-01-02,Grizzlies,,• Damon Stoudamire,placed on IL
2008-01-02,Grizzlies,• Jeremy Richardson,,activated from IL
2008-01-02,Hawks,,• Solomon Jones,placed on IL
2008-01-02,Hawks,• Tyronn Lue,,activated from IL
2008-01-02,Heat,,• Dorell Wright,placed on IL with sprained ankle
2008-01-02,Knicks,,• Mardy Collins,placed on IL
2008-01-02,Knicks,,• Randolph Morris,placed on IL
2008-01-02,Knicks,• Jamal Crawford,,activated from IL
2008-01-02,Nets,,• Antoine Wright,placed on IL
2008-01-03,Bulls,,• Thabo Sefolosha,placed on IL
2008-01-03,Bulls,• Viktor Khryapa,,activated from IL
2008-01-04,76ers,,• Louis Amundson / Lou Amundson,placed on IL
2008-01-04,76ers,• Willie Green,,activated from IL
2008-01-04,Hornets,,• Melvin Ely,placed on IL with fractured left eye socket
2008-01-04,Hornets,• Ryan Bowen,,activated from IL
2008-01-04,Lakers,,• Vladimir Radmanovic,placed on IL with sprained right ankle
2008-01-04,Lakers,• Coby Karl,,activated from IL
2008-01-04,Mavericks,,• Erick Dampier,placed on IL with sore left knee
2008-01-04,Mavericks,• Jose Juan Barea / Jose Barea / J.J. Barea,,activated from IL
2008-01-04,Nuggets,,• Von Wafer,placed on IL
2008-01-04,Nuggets,• Kenyon Martin Sr.,,activated from IL
2008-01-04,Pacers,• David Harrison,,activated from IL
2008-01-05,Bulls,,• Luol Deng,placed on IL with left Achilles tendinitis
2008-01-05,Bulls,• Thabo Sefolosha,,activated from IL
2008-01-06,76ers,,• Rodney Carney,placed on IL
2008-01-06,76ers,• Louis Amundson / Lou Amundson,,activated from IL
2008-01-06,Cavaliers,,• Shannon Brown,placed on IL
2008-01-06,Cavaliers,• Ira Newble,,activated from IL
2008-01-06,Mavericks,• Maurice Ager,,activated from IL
2008-01-06,Spurs,,• Keith Langford,placed on IL
2008-01-06,Spurs,• Emanuel Ginobili / Manu Ginobili,,activated from IL
2008-01-06,Timberwolves,,• Michael Doleac,placed on IL
2008-01-06,Timberwolves,• Mark Madsen,,activated from IL
2008-01-07,Nuggets,• Von Wafer,,activated from IL
2008-01-07,Spurs,,• Keith Langford,waived
2008-01-07,Spurs,• Brent Barry,,activated from IL
2008-01-07,Warriors,• Austin Croshere,,activated from IL
2008-01-08,Cavaliers,,• Ira Newble,placed on IL
2008-01-08,Cavaliers,• Shannon Brown,,activated from IL
2008-01-08,Grizzlies,• Brian Cardinal,,activated from IL
2008-01-08,Heat,,• Shaquille O'Neal,placed on IL with left hip bursitis
2008-01-08,Heat,• Dorell Wright,,activated from IL
2008-01-08,Jazz,,• Andrei Kirilenko,placed on IL with lower back inflammation
2008-01-08,Jazz,• Morris Almond,,activated from IL
2008-01-10,Spurs,,• Brent Barry,placed on IL with torn left calf muscle
2008-01-10,Suns,• D.J. Strawberry,,activated from IL
2008-01-11,Bulls,,• Joakim Noah,placed on IL
2008-01-11,Bulls,• Demetris Nichols,,activated from IL
2008-01-11,Celtics,,• Gabe Pruitt,placed on IL
2008-01-11,Celtics,• Ray Allen,,activated from IL
2008-01-11,Grizzlies,,• Andre Brown,placed on IL
2008-01-11,Hornets,,• Julian Wright,placed on IL
2008-01-11,Hornets,• Rasual Butler,,activated from IL
2008-01-11,Nuggets,,• Chucky Atkins,placed on IL
2008-01-11,Nuggets,• Steven Hunter,,activated from IL
2008-01-11,Raptors,,• Maceo Baston,placed on IL
2008-01-11,Raptors,• Darrick Martin,,activated from IL
2008-01-11,Rockets,,• Bonzi Wells,placed on IL with strained left shoulder
2008-01-11,Timberwolves,,• Mark Madsen,placed on IL
2008-01-11,Timberwolves,• Michael Doleac,,activated from IL
2008-01-11,Warriors,,• Marco Belinelli,placed on IL
2008-01-11,Warriors,• Patrick O'Bryant,,activated from IL
2008-01-12,Cavaliers,,• Shannon Brown,placed on IL
2008-01-12,Cavaliers,• Ira Newble,,activated from IL
2008-01-12,Celtics,,• Rajon Rondo,placed on IL with sore lower back
2008-01-12,Celtics,• Gabe Pruitt,,activated from IL
2008-01-12,Mavericks,• Jose Juan Barea / Jose Barea / J.J. Barea,,activated from IL
2008-01-12,Pacers,,• Ike Diogu,placed on IL
2008-01-12,Pacers,• Jermaine O'Neal,,activated from IL
2008-01-12,Pistons,,• Lindsey Hunter,placed on IL
2008-01-12,Pistons,• Amir Johnson,,activated from IL
2008-01-12,Timberwolves,,• Chris Richard,placed on IL
2008-01-12,Timberwolves,• Mark Madsen,,activated from IL
2008-01-13,Bulls,,• Demetris Nichols,placed on IL
2008-01-13,Bulls,• Luol Deng,,activated from IL
2008-01-13,Knicks,• Mardy Collins,,activated from IL
2008-01-13,Rockets,,• Kirk Snyder,placed on IL
2008-01-13,Rockets,• Bonzi Wells,,activated from IL
2008-01-14,Mavericks,,• Jerry Stackhouse,placed on IL with strained right hamstring
2008-01-15,Bulls,,• Kirk Hinrich,placed on IL with back spasms
2008-01-15,Bulls,• Joakim Noah,,activated from IL
2008-01-16,Bucks,,• Maurice Williams / Mo Williams,placed on IL with stomach flu / dehydration
2008-01-16,Bucks,• David Noel,,activated from IL
2008-01-16,Heat,,• Joel Anthony,placed on IL
2008-01-16,Heat,• Shaquille O'Neal,,activated from IL
2008-01-16,Kings,,• Dahntay Jones,placed on IL
2008-01-16,Kings,• Mike Bibby,,activated from IL
2008-01-16,Pacers,,• Jamaal Tinsley,placed on IL with sore left knee
2008-01-16,Pacers,• Stephen Graham,,activated from IL
2008-01-17,Jazz,,• Morris Almond,placed on IL
2008-01-17,Jazz,• Ronnie Price,,activated from IL
2008-01-17,Lakers,,• Andrew Bynum,placed on IL with dislocated left knee cap
2008-01-17,Lakers,• Vladimir Radmanovic,,activated from IL
2008-01-17,Spurs,,• Jeremy Richardson,placed on IL
2008-01-17,Spurs,• Brent Barry,,activated from IL
2008-01-18,Grizzlies,,• Casey Jacobsen,placed on IL
2008-01-18,Grizzlies,,• Rudy Gay,placed on IL with flu-like symptoms
2008-01-18,Grizzlies,• Andre Brown,,activated from IL
2008-01-18,Grizzlies,• Brian Cardinal,,activated from IL
2008-01-18,Kings,• Dahntay Jones,,activated from IL
2008-01-18,Knicks,,• Wilson Chandler,placed on IL
2008-01-18,Knicks,• Jerome James,,activated from IL
2008-01-18,Timberwolves,,• Michael Doleac,placed on IL with flu
2008-01-18,Timberwolves,• Chris Richard,,activated from IL
2008-01-18,Warriors,,• Austin Croshere,placed on IL with sore back
2008-01-18,Warriors,• Marco Belinelli,,activated from IL
2008-01-19,Bucks,,• Bobby Simmons,placed on IL with sprained neck
2008-01-19,Bucks,• Maurice Williams / Mo Williams,,activated from IL
2008-01-19,Bulls,,• Luol Deng,placed on IL with sore left Achilles tendon
2008-01-19,Bulls,• Kirk Hinrich,,activated from IL
2008-01-19,Grizzlies,,• Brian Cardinal,placed on IL
2008-01-19,Grizzlies,,• Mike Miller,placed on IL with back spasms
2008-01-19,Grizzlies,• Casey Jacobsen,,activated from IL
2008-01-19,Grizzlies,• Rudy Gay,,activated from IL
2008-01-19,Magic,,• Jameer Nelson,placed on IL with strained tendon in foot
2008-01-19,Magic,• Pat Garrity,,activated from IL
2008-01-19,Mavericks,,• Juwan Howard,placed on IL
2008-01-19,Mavericks,• Jerry Stackhouse,,activated from IL
2008-01-19,Pacers,,• Jermaine O'Neal,placed on IL with bruised left knee
2008-01-19,Pacers,• Ike Diogu,,activated from IL
2008-01-19,Pacers,• Jamaal Tinsley,,activated from IL
2008-01-19,Rockets,,• Steve Novak,placed on IL
2008-01-19,Rockets,• Tracy McGrady,,activated from IL
2008-01-19,Warriors,• Kosta Perovic,,activated from IL
2008-01-21,Bucks,,• David Noel,placed on IL
2008-01-21,Bucks,• Bobby Simmons,,activated from IL
2008-01-21,Bulls,,• Chris Duhon,placed on IL with bruised left knee
2008-01-21,Bulls,• Luol Deng,,activated from IL
2008-01-21,Cavaliers,,• Ira Newble,placed on IL
2008-01-21,Cavaliers,• Shannon Brown,,activated from IL
2008-01-21,Celtics,,• James Posey,placed on IL with hand injury
2008-01-21,Celtics,• Rajon Rondo,,activated from IL
2008-01-21,Grizzlies,,• Casey Jacobsen,placed on IL
2008-01-21,Grizzlies,• Mike Miller,,activated from IL
2008-01-21,Hawks,,• Lorenzen Wright,placed on IL
2008-01-21,Hawks,,• Solomon Jones,placed on IL
2008-01-21,Hawks,• Salim Stoudamire,,activated from IL
2008-01-21,Hawks,• Zaur Pachulia / Zaza Pachulia,,activated from IL
2008-01-21,Hornets,,• Bobby Jackson,placed on IL with strained right hamstring
2008-01-21,Hornets,• Julian Wright,,activated from IL
2008-01-21,Lakers,,• Trevor Ariza,placed on IL with broken right foot
2008-01-21,Pacers,,• Andre Owens,placed on IL
2008-01-21,Spurs,,• Robert Horry,placed on IL
2008-01-21,Spurs,• Jeremy Richardson,,activated from IL
2008-01-21,Warriors,,• Marco Belinelli,placed on IL
2008-01-21,Warriors,• Mickael Pietrus,,activated from IL
2008-01-22,Kings,,• Kenny Thomas,placed on IL
2008-01-23,Bulls,,• Luol Deng,placed on IL with left Achilles tendinitis
2008-01-23,Bulls,• Demetris Nichols,,activated from IL
2008-01-23,Cavaliers,,• Shannon Brown,placed on IL
2008-01-23,Cavaliers,• Ira Newble,,activated from IL
2008-01-23,Hawks,,• Zaur Pachulia / Zaza Pachulia,placed on IL
2008-01-23,Hawks,• Solomon Jones,,activated from IL
2008-01-23,Mavericks,,• Brandon Bass,placed on IL with sore right foot
2008-01-23,Mavericks,• Juwan Howard,,activated from IL
2008-01-23,Pacers,,• Troy Murphy,placed on IL with sore left knee
2008-01-23,Pacers,• Andre Owens,,activated from IL
2008-01-23,Rockets,,• Mike James (Lamont),placed on IL
2008-01-23,Rockets,• Steve Novak,,activated from IL
2008-01-23,Spurs,,• Jeremy Richardson,placed on IL
2008-01-23,Spurs,• Robert Horry,,activated from IL
2008-01-24,Heat,,• Shaquille O'Neal,placed on IL with sore left hip & leg
2008-01-24,Heat,• Joel Anthony,,activated from IL
2008-01-24,Pacers,,• Jamaal Tinsley,placed on IL with sore left knee
2008-01-24,Pacers,• Troy Murphy,,activated from IL
2008-01-24,Warriors,,• Kosta Perovic,placed on IL
2008-01-24,Warriors,• Marco Belinelli,,activated from IL
2008-01-25,Bulls,,• Ben Gordon,placed on IL with sore right wrist
2008-01-25,Bulls,• Chris Duhon,,activated from IL
2008-01-25,Cavaliers,,• Aleksandar Pavlovic / Sasha Pavlovic,placed on IL with sprained left foot
2008-01-25,Cavaliers,• Donyell Marshall,,activated from IL
2008-01-25,Grizzlies,,• Stromile Swift,placed on IL with sore ankle
2008-01-25,Grizzlies,• Brian Cardinal,,activated from IL
2008-01-25,Grizzlies,• Casey Jacobsen,,activated from IL
2008-01-25,Hawks,,• Solomon Jones,placed on IL
2008-01-25,Hawks,• Zaur Pachulia / Zaza Pachulia,,activated from IL
2008-01-25,Knicks,,• Fred Jones,placed on IL with flu-like symptoms
2008-01-25,Knicks,• Wilson Chandler,,activated from IL
2008-01-25,Mavericks,,• Jerry Stackhouse,placed on IL with strained right hamstring
2008-01-25,Mavericks,• Brandon Bass,,activated from IL
2008-01-26,Spurs,,• Brent Barry,placed on IL with torn left calf muscle
2008-01-26,Spurs,• Jeremy Richardson,,activated from IL
2008-01-27,Celtics,,• Scot Pollard,placed on IL
2008-01-27,Celtics,• James Posey,,activated from IL
2008-01-27,Rockets,,• Yao Ming,placed on IL with upper respiratory infection
2008-01-27,Rockets,• Mike James (Lamont),,activated from IL
2008-01-27,Suns,,• Grant Hill,placed on IL with back spasms
2008-01-27,Suns,• Alando Tucker,,activated from IL
2008-01-28,Grizzlies,,• Mike Conley Jr.,placed on IL with bruised chest
2008-01-28,Grizzlies,• Pau Gasol,,activated from IL
2008-01-28,Grizzlies,• Stromile Swift,,activated from IL
2008-01-28,Mavericks,,• Devin Harris,placed on IL with bone bruise on left ankle
2008-01-28,Mavericks,• Maurice Ager,,activated from IL
2008-01-29,Hawks,,• Mario West,placed on IL
2008-01-29,Hawks,• Solomon Jones,,activated from IL
2008-01-29,Rockets,,• Tracy McGrady,placed on IL with flu
2008-01-29,Rockets,• Mike James (Lamont),,activated from IL (P)
2008-01-29,Rockets,• Yao Ming,,activated form IL
2008-01-29,Sonics,• Robert Swift,,activated from IL
2008-01-29,Spurs,,• (William) Tony Parker,placed on IL with bone spur in left heel
2008-01-29,Spurs,• Ian Mahinmi,,activated from IL
2008-01-29,Suns,,• Alando Tucker,placed on IL
2008-01-29,Suns,• Grant Hill,,activated from IL
2008-01-29,Timberwolves,,• Mark Madsen,placed on IL
2008-01-29,Timberwolves,• Michael Doleac,,activated from IL
2008-01-29,Timberwolves,• Randy Foye,,activated from IL
2008-01-29,Warriors,,• Chris Webber,placed on IL
2008-01-30,Cavaliers,,• Anderson Varejao,placed on IL with sprained left ankle
2008-01-30,Cavaliers,• Cedric Simmons,,activated
2008-01-30,Hornets,,• Morris Peterson,placed on IL with viral infection
2008-01-30,Hornets,• Adam Haluska,,activated from IL
2008-01-30,Knicks,,• Jerome James,placed on IL
2008-01-30,Knicks,• Fred Jones,,activated from IL
2008-01-30,Magic,,• James Augustine,placed on IL
2008-01-30,Magic,• Jameer Nelson,,activated from IL
2008-01-30,Raptors,,• Darrick Martin,placed on IL
2008-01-30,Raptors,• Maceo Baston,,activated from IL
2008-01-30,Timberwolves,,• Rashad McCants,placed on IL with flu
2008-01-30,Timberwolves,• Mark Madsen,,activated from IL
2008-01-31,Cavaliers,• Shannon Brown,,activated from IL
2008-02-01,76ers,,• Jason Smith,placed on IL with sprained left ankle
2008-02-01,76ers,• Louis Amundson / Lou Amundson,,activated from IL
2008-02-01,Hornets,,• Adam Haluska,placed on IL
2008-02-01,Hornets,,• Marcus Vinicius Viera de Souza,placed on IL
2008-02-01,Hornets,• Bobby Jackson,,activated from IL
2008-02-01,Hornets,• Morris Peterson,,activated from IL
2008-02-01,Knicks,,• Eddy Curry,placed on IL with flu-like symptoms
2008-02-01,Knicks,,• Quentin Richardson,placed on IL with flu-like symptoms
2008-02-01,Knicks,• Jerome James,,activated from IL
2008-02-01,Knicks,• Randolph Morris,,activated from IL
2008-02-01,Pacers,,• Andre Owens,placed on IL
2008-02-01,Pacers,• Jamaal Tinsley,,activated from IL
2008-02-01,Rockets,,• Mike James (Lamont),placed on IL
2008-02-01,Rockets,• Tracy McGrady,,activated from IL
2008-02-01,Timberwolves,,• Mark Madsen,placed on IL
2008-02-01,Timberwolves,• Rashad McCants,,activated from IL
2008-02-02,Bucks,,• Michael Redd,placed on IL with strained left knee
2008-02-02,Bucks,,• Ramon Sessions,placed on IL with fractured left hand (date approximate)
2008-02-02,Bucks,• Desmond Mason,,activated from IL
2008-02-02,Bulls,,• Demetris Nichols,placed on IL
2008-02-02,Bulls,• Ben Gordon,,activated from IL
2008-02-02,Cavaliers,,• Shannon Brown,placed on IL
2008-02-02,Cavaliers,• LeBron James,,activated from IL
2008-02-02,Hawks,• Mario West,,activated from IL
2008-02-02,Knicks,,• Randolph Morris,placed on IL
2008-02-02,Knicks,• Quentin Richardson,,activated from IL
2008-02-02,Nets,,• Jamaal Magloire,placed on IL
2008-02-02,Nets,• Nenad Krstic,,activated from IL
2008-02-02,Rockets,,• Luther Head,placed on IL with groin injury
2008-02-02,Rockets,• Mike James (Lamont),,activated from IL
2008-02-04,Blazers,,• James Jones (b),placed on IL with sore left knee
2008-02-04,Blazers,• Josh McRoberts,,activated from IL
2008-02-04,Bulls,,• Tyrus Thomas,placed on IL with sprained left foot
2008-02-04,Bulls,• Demetris Nichols,,activated from IL
2008-02-04,Hornets,,• Hilton Armstrong,placed on IL
2008-02-04,Knicks,,• Nate Robinson,placed on IL with bruised left quadriceps
2008-02-04,Knicks,• Eddy Curry,,activated from IL
2008-02-04,Raptors,,• Maceo Baston,placed on IL
2008-02-04,Raptors,• T.J. Ford,,activated from IL
2008-02-05,76ers,,• Louis Amundson / Lou Amundson,placed on IL
2008-02-05,76ers,• Jason Smith,,activated from IL
2008-02-05,Nets,,• Stromile Swift,placed on IL
2008-02-05,Nets,• Jamaal Magloire,,activated from IL
2008-02-06,Bulls,,• Viktor Khryapa,placed on IL
2008-02-06,Bulls,• Tyrus Thomas,,activated from IL
2008-02-06,Heat,,• Shawn Marion,placed on IL (date approximate)
2008-02-06,Hornets,,• Tyson Chandler,placed on IL with flu
2008-02-06,Kings,,• Brad Miller,placed on IL with right index finger injury
2008-02-06,Kings,• Kenny Thomas,,activated from IL
2008-02-06,Knicks,,• Quentin Richardson,placed on IL with sprained right ankle
2008-02-06,Knicks,• Nate Robinson,,activated from IL
2008-02-06,Pacers,,• Jamaal Tinsley,placed on IL with sore right knee
2008-02-06,Pacers,• Andre Owens,,activated from IL
2008-02-06,Suns,,• Shaquille O'Neal,placed on IL
2008-02-06,Suns,• Alando Tucker,,activated from IL
2008-02-07,Cavaliers,,• Drew Gooden,placed on IL with groin injury
2008-02-07,Cavaliers,• Shannon Brown,,activated from IL
2008-02-07,Warriors,,• Brandan Wright,placed on IL
2008-02-07,Warriors,,• Patrick O'Bryant,placed on IL
2008-02-07,Warriors,• Austin Croshere,,activated from IL
2008-02-07,Warriors,• Chris Webber,,activated from IL
2008-02-08,Bobcats,,• Derek Anderson,placed on IL with sore right knee
2008-02-08,Bobcats,• Jermareo Davidson,,activated from IL
2008-02-08,Grizzlies,• Mike Conley Jr.,,activated from IL
2008-02-08,Kings,,• Kenny Thomas,placed on IL
2008-02-08,Kings,• Brad Miller,,activated from IL
2008-02-08,Knicks,,• Nate Robinson,placed on IL with upper respiratory infection
2008-02-08,Knicks,• Randolph Morris,,activated from IL
2008-02-08,Mavericks,,• Erick Dampier,placed on IL with sprained right ankle
2008-02-08,Mavericks,• Jerry Stackhouse,,activated from IL
2008-02-08,Nets,,• Jamaal Magloire,placed on IL
2008-02-09,Bucks,,• Maurice Williams / Mo Williams,placed on IL with flu
2008-02-09,Bucks,• Michael Redd,,activated from IL
2008-02-09,Kings,,• Francisco Garcia,placed on IL with strained lower back
2008-02-09,Kings,• Kenny Thomas,,activated from IL
2008-02-09,Knicks,,• Randolph Morris,placed on IL
2008-02-09,Knicks,• Quentin Richardson,,activated from IL
2008-02-10,Celtics,,• Kendrick Perkins,placed on IL with dislocated left shoulder
2008-02-10,Celtics,• Scot Pollard,,activated from IL
2008-02-10,Heat,,• Udonis Haslem,placed on IL with sprained left ankle
2008-02-10,Heat,• Shawn Marion,,activated from IL
2008-02-10,Mavericks,,• Maurice Ager,placed on IL
2008-02-10,Mavericks,• Erick Dampier,,activated from IL
2008-02-11,Bucks,,• Awvee Storey,placed on IL
2008-02-11,Bucks,• Maurice Williams / Mo Williams,,activated from IL
2008-02-11,Cavaliers,,• Daniel Gibson,placed on IL with strained right hamstring
2008-02-11,Cavaliers,• Drew Gooden,,activated from IL
2008-02-11,Magic,,• Keyon Dooling,placed on IL with foot injury
2008-02-11,Magic,• James Augustine,,activated from IL
2008-02-11,Raptors,,• Joey Graham,placed on IL
2008-02-11,Raptors,• Darrick Martin,,activated from IL
2008-02-12,Hornets,,• Morris Peterson,placed on IL with back spasms
2008-02-12,Hornets,• Tyson Chandler,,activated from IL
