Date,Team,Acquired,Relinquished,Notes
2009-01-02,Wizards,• Oleksiy Pecherov,,activated from IL
2009-01-02,Suns,• Alando Tucker,,activated from IL
2009-01-03,Bucks,,• Andrew Bogut,placed on IL with back spasms
2009-01-03,Bucks,• Austin Croshere,,activated from IL
2009-01-03,Hawks,,• Marvin Williams,placed on IL with sore left shoulder
2009-01-03,Hawks,• Othello Hunter,,activated from IL
2009-01-03,Kings,,• Quincy Douby,placed on IL
2009-01-03,Kings,• Shelden Williams,,activated from IL
2009-01-03,Nets,,• Devin Harris,placed on IL with sore right hamstring
 Date, Team, Acquired, Relinquished, Notes
2009-01-03,Nets,• Maurice Ager,,activated from IL
2009-01-03,Rockets,,• Shane Battier,placed on IL with left foot inflammation
2009-01-03,Rockets,,• Tracy McGrady,sore left knee (DNP)
2009-01-03,Rockets,• Dikembe Mutombo,,activated from IL
2009-01-04,Clippers,,• Zach Randolph,placed on IL with sore left knee
2009-01-04,Clippers,• Ricky Davis,,activated from IL
2009-01-04,Lakers,,• Luke Walton,placed on IL with right big toe inflammation
2009-01-04,Lakers,• Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,,activated from IL
2009-01-04,Magic,,• Adonal Foyle,placed on IL
2009-01-04,Magic,• Jeremy Richardson,,activated from IL
2009-01-04,Mavericks,,• Gerald Green (b. 1986-01-26),placed on IL
2009-01-04,Mavericks,• Shawne Williams,,activated from IL
2009-01-05,Bucks,,• Austin Croshere,placed on IL
2009-01-05,Bucks,• Damon Jones,,activated from IL
2009-01-05,Kings,,• Shelden Williams,placed on IL
2009-01-05,Kings,• Quincy Douby,,activated from IL
2009-01-05,Nets,,• Maurice Ager,placed on IL
2009-01-05,Nets,• Devin Harris,,activated from IL
2009-01-05,Warriors,,• Kelenna Azubuike,placed on IL with flu
2009-01-05,Warriors,,• Marcus Williams (D.),placed on IL
2009-01-05,Warriors,• Brandan Wright,,activated from IL
2009-01-05,Warriors,• Corey Maggette,,activated from IL
2009-01-06,Bobcats,,• Shannon Brown,placed on IL
2009-01-06,Bobcats,• Ryan Hollins,,activated from IL
2009-01-06,Celtics,,• Tony Allen,placed on IL with sprained right ankle
 Date, Team, Acquired, Relinquished, Notes
2009-01-06,Celtics,• Sam Cassell,,activated from IL
2009-01-06,Hornets,,• Ryan Bowen,placed on IL
2009-01-06,Hornets,• Melvin Ely,,activated from IL
2009-01-06,Kings,,• Quincy Douby,placed on IL
2009-01-06,Kings,• Spencer Hawes,,activated from IL
2009-01-06,Magic,,• Keith Bogans,placed on IL with sore right foot
2009-01-06,Magic,• Adonal Foyle,,activated from IL
2009-01-06,Thunder,,• Nick Collison,placed on IL with fractured left thumb
2009-01-06,Thunder,• Joe Smith (Leynard),,activated from IL
2009-01-06,Timberwolves,,• Kevin Ollie,placed on IL with left elbow injury
2009-01-06,Timberwolves,• Mark Madsen,,activated from IL
2009-01-07,Hawks,,• Zaur Pachulia / Zaza Pachulia,placed on IL with flu
2009-01-07,Hawks,• Marvin Williams,,activated from IL
2009-01-07,Hawks,• Thomas Gardner,,activated from IL
2009-01-07,Lakers,,• Lamar Odom,placed on IL with bone bruise in right knee
2009-01-07,Nets,,• Devin Harris,placed on IL with sore right hamstring
2009-01-07,Nets,• Maurice Ager,,activated from IL
2009-01-07,Nuggets,• Sonny Weems,,activated from IL
2009-01-07,Pacers,,• Marquis Daniels,placed on IL with strained left groin
2009-01-07,Pacers,,• T.J. Ford,placed on IL with sore lower back
2009-01-07,Pacers,• Maceo Baston,,activated from IL
2009-01-07,Pacers,• Mike Dunleavy Jr.,,activated from IL
2009-01-07,Thunder,,• Mouhamed Sene / Saer Sene,placed on IL
2009-01-07,Thunder,• Nenad Krstic,,activated from IL
2009-01-07,Thunder,• Nick Collison,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2009-01-07,Warriors,,• Stephen Jackson,placed on IL with hamstring injury
2009-01-07,Warriors,• Kelenna Azubuike,,activated from IL
2009-01-07,Warriors,• Marcus Williams (D.),,activated from IL
2009-01-07,Nuggets,,• Johan Petro,placed on IL
2009-01-08,Knicks,,• Danilo Gallinari,placed on IL with sore lower back
2009-01-08,Knicks,• Eddy Curry,,activated from IL
2009-01-08,Spurs,• Jacque Vaughn,,activated from IL
2009-01-09,Bobcats,,• Ryan Hollins,placed on IL
2009-01-09,Bobcats,• Raja Bell,,activated from IL
2009-01-09,Bucks,,• Damon Jones,placed on IL
2009-01-09,Bucks,• Malik Allen,,activated from IL
2009-01-09,Hawks,,• Thomas Gardner,placed on IL
2009-01-09,Magic,,• Adonal Foyle,placed on IL
2009-01-09,Magic,• Keith Bogans,,activated from IL
2009-01-09,Mavericks,,• Shawne Williams,placed on IL
2009-01-09,Mavericks,• Gerald Green (b. 1986-01-26),,activated from IL
2009-01-09,Rockets,• Tracy McGrady,,activated from IL
2009-01-09,Thunder,,• Desmond Mason,placed on IL with strained back
2009-01-10,Blazers,,• Shavlik Randolph,placed on IL
2009-01-10,Blazers,• Brandon Roy,,activated from IL
2009-01-10,Bobcats,,• Matt Carroll,placed on IL with sore right Achilles tendon
2009-01-10,Bobcats,• Shannon Brown,,activated from IL
2009-01-10,Bucks,,• Malik Allen,placed on IL
2009-01-10,Bucks,• Andrew Bogut,,activated from IL
2009-01-10,Jazz,,• C.J. Miles,placed on IL with sprained right ankle
 Date, Team, Acquired, Relinquished, Notes
2009-01-10,Jazz,• Morris Almond,,activated from IL
2009-01-10,Rockets,,• Tracy McGrady,placed on IL with sore left knee
2009-01-10,Rockets,• Shane Battier,,activated from IL
2009-01-10,Thunder,,• Robert Swift,placed on IL
2009-01-10,Thunder,• Desmond Mason,,activated from IL
2009-01-10,Warriors,,• Brandan Wright,placed on IL with dislocated left shoulder (right shoulder per CBC)
2009-01-11,Hawks,,• Al Horford,placed on IL with bone bruise in right knee
2009-01-11,Hawks,• Zaur Pachulia / Zaza Pachulia,,activated from IL
2009-01-11,Magic,,• Jeremy Richardson,placed on IL
2009-01-11,Magic,• Adonal Foyle,,activated from IL
2009-01-11,Mavericks,,• Josh Howard,placed on IL with sprained right wrist
2009-01-11,Mavericks,• Shawne Williams,,activated from IL
2009-01-11,Pacers,,• Maceo Baston,placed on IL
2009-01-11,Pacers,• T.J. Ford,,activated from IL
2009-01-12,Bucks,,• Charlie Bell,placed on IL with sore right ankle
2009-01-12,Bucks,• Malik Allen,,activated from IL
2009-01-12,Bulls,,• Cedric Simmons,placed on IL
2009-01-12,Bulls,• Kirk Hinrich,,activated from IL
2009-01-12,Celtics,,• Kendrick Perkins,placed on IL with sore left shoulder
2009-01-12,Celtics,• Bill Walker,,activated from IL
2009-01-12,Nets,,• Yi Jianlian / Jianlian Yi,placed on IL with broken right pinkie finger
2009-01-12,Nets,• Devin Harris,,activated from IL
2009-01-13,Bobcats,,• D.J. Augustine,placed on IL with strained abdominal muscle
2009-01-13,Bobcats,• Matt Carroll,,activated from IL
2009-01-13,Cavaliers,,• Ben Wallace,placed on IL with flu
 Date, Team, Acquired, Relinquished, Notes
2009-01-13,Cavaliers,• Lorenzen Wright,,activated from IL (P)
2009-01-13,Grizzlies,,• Steve Francis,placed on IL
2009-01-13,Heat,,• Marcus Banks,placed on IL
2009-01-13,Heat,• James Jones (b),,activated from IL
2009-01-13,Lakers,• Lamar Odom,,activated from IL
2009-01-13,Magic,,• Adonal Foyle,placed on IL
2009-01-13,Magic,• Jeremy Richardson,,activated from IL
2009-01-13,Pistons,,• Alex Acker,placed on IL
2009-01-13,Pistons,• Richard Hamilton,,activated from IL
2009-01-13,Rockets,,• Ron Artest / Metta World Peace,placed on IL with sprained right ankle
2009-01-14,Blazers,,• Rudy Fernandez,placed on IL with sprained left foot
2009-01-14,Blazers,• Shavlik Randolph,,activated from IL
2009-01-14,Bulls,,• Drew Gooden,placed on IL with sore groin
2009-01-14,Bulls,• Cedric Simmons,,activated from IL
2009-01-14,Kings,• Quincy Douby,,activated from IL
2009-01-14,Mavericks,,• Shawne Williams,placed on IL
2009-01-14,Thunder,,• Joe Smith (Leynard),placed on IL with sore left knee
2009-01-14,Thunder,• Robert Swift,,activated from IL
2009-01-15,Blazers,,• Steve Blake,placed on IL with separated left shoulder
2009-01-15,Blazers,• Rudy Fernandez,,activated from IR
2009-01-15,Bulls,,• Cedric Simmons,placed on IL
2009-01-15,Bulls,• Drew Gooden,,activated from IL
2009-01-16,Bucks,,• Andrew Bogut,placed on IL with back spasms
2009-01-16,Bucks,• Charlie Bell,,activated from IL
2009-01-16,Cavaliers,,• Delonte West,placed on IL with fractured right wrist
 Date, Team, Acquired, Relinquished, Notes
2009-01-16,Cavaliers,• Ben Wallace,,activated from IL
2009-01-16,Hornets,,• Melvin Ely,placed on IL
2009-01-16,Hornets,• Julian Wright,,activated from IL
2009-01-16,Jazz,,• Paul Millsap,placed on IL
2009-01-16,Jazz,• C.J. Miles,,activated from IL
2009-01-16,Kings,,• Quincy Douby,placed on IL
2009-01-16,Kings,• Shelden Williams,,activated from IL
2009-01-16,Raptors,• Jermaine O'Neal,,activated from IL
2009-01-16,Spurs,,• Jacque Vaughn,placed on IL
2009-01-16,Thunder,,• Nick Collison,placed on IL with stomach virus
2009-01-16,Thunder,• Mouhamed Sene / Saer Sene,,activated from IL
2009-01-16,Warriors,,• C.J. Watson,placed on IL with left big toe injury
2009-01-16,Warriors,• Stephen Jackson,,activated from IL
2009-01-17,Jazz,,• Morris Almond,placed on IL
2009-01-17,Jazz,• Paul Millsap,,activated from IL
2009-01-17,Knicks,,• Eddy Curry,placed on IL with sore right knee
2009-01-17,Knicks,• Danilo Gallinari,,activated from IL
2009-01-18,Heat,,• Shawn Marion,placed on IL with strained left groin
2009-01-18,Thunder,,• Mouhamed Sene / Saer Sene,placed on IL
2009-01-18,Thunder,• Nick Collison,,activated from IL
2009-01-18,Heat,• Marcus Banks,,activated from IL
2009-01-19,Bobcats,,• DeSagana Diop,placed on IL
2009-01-19,Bobcats,• Sean May,,activated from IL
2009-01-19,Hawks,,• Marvin Williams,placed on IL with concussion
2009-01-19,Hawks,• Thomas Gardner,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2009-01-19,Hornets,,• David West,placed on IL with sore back
2009-01-19,Hornets,• Melvin Ely,,activated from IL
2009-01-19,Mavericks,,• Gerald Green (b. 1986-01-26),placed on IL
2009-01-19,Mavericks,• Josh Howard,,activated from IL
2009-01-19,Pacers,,• Brandon Rush,placed on IL
2009-01-19,Pacers,,• Josh McRoberts,placed on IL
2009-01-19,Pacers,• Maceo Baston,,activated from IL
2009-01-19,Pacers,• Marquis Daniels,,activated from IL
2009-01-19,Raptors,,• Kris Humphries,placed on IL with broken bone in right shin (out for season)
2009-01-19,Raptors,• Nathan Jawai,,activated from IL
2009-01-19,Warriors,,• Marco Belinelli,placed on IL with sprained right ankle
2009-01-19,Warriors,• C.J. Watson,,activated from IL
2009-01-19,Wizards,,• Etan Thomas,placed on IL with torn MCL in left knee (out for season)
2009-01-19,Wizards,• DeShawn Stevenson,,activated from IL
2009-01-20,Bulls,,• Drew Gooden,placed on IL with strained left groin
2009-01-20,Bulls,• Cedric Simmons,,activated from IL
2009-01-20,Kings,,• Bobby Brown,placed on IL
2009-01-20,Kings,,• Shelden Williams,placed on IL
2009-01-20,Kings,• Donte Greene,,activated from IL
2009-01-20,Kings,• Quincy Douby,,activated from IL
2009-01-20,Pacers,,• Maceo Baston,placed on IL with back spasms
2009-01-20,Pacers,• Brandon Rush,,activated from IL
2009-01-21,Bobcats,,• Sean May,placed on IL
2009-01-21,Bobcats,• DeSagana Diop,,activated from IL
2009-01-21,Celtics,,• Bill Walker,placed on IL
 Date, Team, Acquired, Relinquished, Notes
2009-01-21,Celtics,• Kendrick Perkins,,activated from IL
2009-01-21,Heat,,• Marcus Banks,placed on IL
2009-01-21,Heat,• Shawn Marion,,activated from IL
2009-01-21,Hornets,,• Hilton Armstrong,placed on IL with sore left knee
2009-01-21,Hornets,,• Tyson Chandler,placed on IL with sprained left ankle
2009-01-21,Hornets,• Ryan Bowen,,activated from IL
2009-01-21,Jazz,,• Andrei Kirilenko,placed on IL with right ankle injury
2009-01-21,Jazz,• Morris Almond,,activated from IL
2009-01-21,Kings,,• Kenny Thomas,placed on IL
2009-01-21,Kings,,• Quincy Douby,placed on IL
2009-01-21,Kings,• Bobby Brown,,activated from IL
2009-01-21,Kings,• Shelden Williams,,activated from IL
2009-01-21,Lakers,,• Didier Ilunga-Mbenga / Didier Mbenga / D.J. Mbenga,placed on IL
2009-01-21,Lakers,• Luke Walton,,activated from IL
2009-01-21,Nets,,• Trenton Hassell,placed on IL with strained calf
2009-01-21,Nets,• Stromile Swift,,activated from IL
2009-01-21,Suns,,• Courtney Sims,placed on IL
2009-01-23,Bucks,,• Charlie Bell,placed on IL
2009-01-23,Bucks,• Damon Jones,,activated from IL
2009-01-23,Hawks,,• Acie Law,placed on IL
2009-01-23,Hawks,• Marvin Williams,,activated from IL
2009-01-23,Pacers,,• Roy Hibbert,placed on IL with concussion
2009-01-23,Pacers,• Maceo Baston,,activated from IL
2009-01-23,Warriors,,• Marcus Williams (D.),placed on IL
2009-01-23,Warriors,• Monta Ellis,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2009-01-24,76ers,,• Reggie Evans,placed on IL with flu
2009-01-24,76ers,• Elton Brand,,activated from IL
2009-01-24,Heat,,• Shawn Marion,placed on IL with strained groin
2009-01-24,Heat,• Marcus Banks,,activated from IL
2009-01-24,Jazz,,• Jarron Collins,placed on IL
2009-01-24,Jazz,• Kyrylo Fesenko,,activated from IL
2009-01-25,Celtics,,• Sam Cassell,placed on IL
2009-01-25,Celtics,• Bill Walker,,activated from IL
2009-01-25,Lakers,,• Sun Yue,placed on IL
2009-01-25,Lakers,• Jordan Farmar,,activated from IL
2009-01-25,Rockets,,• Luther Head,placed on IL with sore right foot
2009-01-25,Rockets,• Ron Artest / Metta World Peace,,activated from IL
2009-01-25,Rockets,• Tracy McGrady,,activated from IL
2009-01-25,Warriors,,• Jamal Crawford,placed on IL with bruised right hamstring
2009-01-25,Warriors,• Marcus Williams (D.),,activated from IL
2009-01-26,76ers,,• Donyell Marshall,placed on IL
2009-01-26,76ers,• Reggie Evans,,activated from IL
2009-01-26,Blazers,,• Shavlik Randolph,placed on IL
2009-01-26,Blazers,• Steve Blake,,activated from IL
2009-01-26,Bucks,,• Michael Redd,placed on IL with torn ACL and MCL in left knee (out for season)
2009-01-26,Bucks,• Charlie Bell,,activated from IL
2009-01-26,Hawks,,• Thomas Gardner,placed on IL
2009-01-26,Hawks,• Acie Law,,activated from IL
2009-01-26,Hornets,,• Anthony Tolliver,placed on IL
2009-01-26,Hornets,• Hilton Armstrong,,activated from IL
 Date, Team, Acquired, Relinquished, Notes
2009-01-26,Nets,,• Stromile Swift,placed on IL
2009-01-26,Nets,• Trenton Hassell,,activated from IL
2009-01-27,Magic,,• Jeremy Richardson,placed on IL
2009-01-27,Magic,• Mickael Pietrus,,activated from IL
2009-01-27,Pacers,,• Radoslav Nesterovic / Rasho Nesterovic,placed on IL
2009-01-27,Pacers,• Roy Hibbert,,activated from IL
2009-01-27,Spurs,• Jacque Vaughn,,activated from IL
2009-01-28,76ers,,• Kareem Rush,placed on IL
2009-01-28,76ers,• Donyell Marshall,,activated from IL
2009-01-28,Blazers,,• Steve Blake,placed on IL with shoulder injury
2009-01-28,Blazers,• Shavlik Randolph,,activated from IL
2009-01-28,Bobcats,,• Gerald Wallace,placed on IL with fractured rub and partially collapsed lung
2009-01-28,Bobcats,• Sean May,,activated from IL
2009-01-28,Celtics,,• Brian Scalabrine,placed on IL with concussion
2009-01-28,Celtics,• Tony Allen,,activated from IL
2009-01-28,Pacers,,• Danny Granger,placed on IL with sore right knee
2009-01-28,Pacers,• Radoslav Nesterovic / Rasho Nesterovic,,activated from IL
2009-01-28,Thunder,,• Kyle Weaver,placed on IL
2009-01-28,Thunder,• Mouhamed Sene / Saer Sene,,activated from IL
2009-01-28,Warriors,,• Marcus Williams (D.),placed on IL
2009-01-28,Warriors,• Jamal Crawford,,activated from IL
2009-01-30,Bobcats,,• Sean May,placed on IL with sore right knee
2009-01-30,Bucks,,• Damon Jones,placed on IL
2009-01-30,Bucks,• Andrew Bogut,,activated from IL
2009-01-30,Cavaliers,,• Tarence Kinsey,placed on IL with sprained right ankle
 Date, Team, Acquired, Relinquished, Notes
2009-01-30,Cavaliers,• Zydrunas Ilgauskas,,activated from IL
2009-01-30,Hornets,,• Morris Peterson,placed on IL with left foot injury
2009-01-30,Hornets,• David West,,activated from IL
2009-01-30,Jazz,,• Morris Almond,placed on IL
2009-01-30,Jazz,• Jarron Collins,,activated from IL
2009-01-30,Pacers,,• Roy Hibbert,placed on IL
2009-01-30,Pacers,• Danny Granger,,activated from IL
2009-01-30,Thunder,• Kyle Weaver,,activated from IL
2009-01-30,Thunder,,• Desmond Mason,placed on IL recovering from surgery on right knee (out for season)
2009-01-31,Pacers,• Roy Hibbert,,activated from IL
2009-01-31,Spurs,• Malik Hairston,,activated from IL
2009-02-01,Celtics,,• Kevin Garnett,placed on IL with illness
2009-02-01,Celtics,• J.R. Giddens,,activated from IL
2009-02-01,Kings,,• Beno Udrih,placed on IL with bruised left calf
2009-02-01,Kings,,• Brad Miller,placed on IL with strained abdominal
2009-02-01,Kings,• Kenny Thomas,,activated from IL
2009-02-01,Kings,• Quincy Douby,,activated from IL
2009-02-02,Clippers,,• Mardy Collins,placed on IL with strained left calf
2009-02-02,Clippers,• Zach Randolph,,activated from IL
2009-02-02,Heat,,• Daequan Cook,placed on IL with bruised left thigh
2009-02-02,Heat,• Shawn Marion,,activated from IL
2009-02-02,Jazz,,• Deron Williams,placed on IL with bruised quadriceps
2009-02-02,Jazz,• Morris Almond,,activated from IL
2009-02-02,Kings,• Beno Udrih,,activated from IL
2009-02-02,Lakers,,• Andrew Bynum,placed on IL with torn MCL in right knee
 Date, Team, Acquired, Relinquished, Notes
2009-02-02,Lakers,• Sun Yue,,activated from IL
2009-02-02,Magic,,• Brian Cook,placed on IL
2009-02-03,Bucks,,• Andrew Bogut,placed on IL with stress fracture in back (out for season)
2009-02-03,Bucks,• Damon Jones,,activated from IL
2009-02-03,Nets,,• Eduardo Najera,placed on IL with sports hernia (out for season)
2009-02-03,Nets,• Sean Williams,,activated from IL
2009-02-03,Pacers,,• Brandon Rush,placed on IL
2009-02-03,Spurs,,• Emanuel Ginobili / Manu Ginobili,placed on IL with bruised hip
2009-02-03,Spurs,• Jacque Vaughn,,activated from IL (P)
2009-02-04,Grizzlies,,• Kyle Lowry,placed on IL with sprained right ankle
